row_number,Order ID,Product ID,Customer ID,Order Date,Ship Mode,DeliveryTime,Quantity,Sales,Profit,Payment Mode,rating
4869,CA-2020-104822,OFF-LA-10002034,RB-19465,20-10-2020,Same Day,50 mins,5,124.55,12.0295,COD,4.3
4870,US-2020-146416,OFF-BI-10001787,JE-16165,20-10-2020,Second Class,35 mins,4,127.928,7.5864,Online,
4871,CA-2020-158743,OFF-PA-10001019,IG-15085,20-10-2020,Standard Class,30 mins,2,147.96,18.7812,COD,4.3
4872,CA-2020-158722,OFF-PA-10000176,MA-17560,20-10-2020,Standard Class,60 mins,3,138.528,15.9348,COD,
4873,CA-2020-117422,OFF-AP-10000938,FC-14245,21-10-2020,Standard Class,40 mins,2,190.568,16.1568,COD,3.9
4874,CA-2020-145884,FUR-TA-10002356,SL-20155,21-10-2020,Same Day,45 mins,1,307.11,62.9064,COD,
4875,CA-2020-113453,TEC-PH-10004165,CM-12160,21-10-2020,Standard Class,50 mins,2,344.988,-76.9972,COD,2.9
4876,CA-2020-167094,FUR-CH-10000155,DK-12835,21-10-2020,First Class,35 mins,2,496.48,47.848,Online,
4877,CA-2020-113558,FUR-CH-10003379,PH-18790,21-10-2020,Standard Class,55 mins,3,717.952,42.747,COD,
4878,CA-2020-154410,OFF-ST-10002743,MD-17860,21-10-2020,First Class,45 mins,8,928.12,9.0912,COD,3
4879,CA-2020-145884,TEC-PH-10000895,SL-20155,21-10-2020,Same Day,50 mins,8,1460.92,374.3792,COD,4.1
4880,US-2020-117331,OFF-BI-10003984,ND-18370,21-10-2020,Standard Class,60 mins,1,102.559,-6.5619,COD,
4881,CA-2020-117422,OFF-BI-10002799,FC-14245,21-10-2020,Standard Class,30 mins,4,118.216,-4.9728,Online,
4882,CA-2020-167094,OFF-PA-10003953,DK-12835,21-10-2020,First Class,40 mins,1,125.184,1.8144,Online,2
4883,CA-2020-117422,OFF-PA-10002195,FC-14245,21-10-2020,Standard Class,50 mins,1,136.064,1.3716,COD,4.3
4884,CA-2020-167094,TEC-AC-10003116,DK-12835,21-10-2020,First Class,35 mins,2,134.4,6.745,Online,
4885,CA-2020-142125,OFF-BI-10003460,JB-15400,21-10-2020,Standard Class,45 mins,5,127.9,10.512,Online,3.8
4886,CA-2020-100356,OFF-AP-10002191,SP-20920,21-10-2020,Standard Class,55 mins,2,130.992,-62.3792,COD,4.3
4887,CA-2020-148166,OFF-AR-10004956,NK-18490,21-10-2020,Standard Class,50 mins,4,128.856,2.0088,Online,4.2
4888,CA-2020-113558,FUR-FU-10001756,PH-18790,21-10-2020,Standard Class,30 mins,3,167.696,5.1408,COD,
4889,CA-2020-142125,OFF-BI-10000301,JB-15400,21-10-2020,Standard Class,60 mins,6,171.82,19.41,COD,3.6
4890,CA-2020-113453,OFF-ST-10000352,CM-12160,21-10-2020,Standard Class,45 mins,3,147.376,-4.461,COD,
4891,CA-2020-101581,FUR-TA-10002607,DW-13195,22-10-2020,Standard Class,40 mins,5,195.225,-120.513,Online,3.7
4892,CA-2020-130211,FUR-TA-10003748,BD-11620,22-10-2020,Same Day,50 mins,2,293.98,54.7756,COD,4.3
4893,CA-2020-130211,OFF-ST-10000129,BD-11620,22-10-2020,Same Day,35 mins,3,343.09,23.3163,COD,4.7
4894,CA-2020-130141,FUR-CH-10000749,HA-14905,22-10-2020,Second Class,45 mins,4,629.136,-28.9568,Online,
4895,CA-2020-127180,TEC-PH-10001494,TA-21385,22-10-2020,First Class,50 mins,8,1037.6,647.892,COD,
4896,CA-2020-127180,TEC-CO-10004722,TA-21385,22-10-2020,First Class,60 mins,4,2212.968,3919.9888,COD,3.2
4897,CA-2020-130141,OFF-BI-10000831,HA-14905,22-10-2020,Second Class,35 mins,4,84.168,-2.5344,COD,3.9
4898,CA-2020-156363,OFF-EN-10003068,ML-17395,22-10-2020,Standard Class,40 mins,4,124.68,11.088,COD,4.1
4899,CA-2020-127180,TEC-PH-10003800,TA-21385,22-10-2020,First Class,55 mins,1,134.99,0.5299,COD,3.7
4900,CA-2020-156363,TEC-PH-10003988,ML-17395,22-10-2020,Standard Class,50 mins,5,145.7,-6.54,COD,3
4901,US-2020-111920,OFF-AR-10003179,PS-18970,22-10-2020,Standard Class,45 mins,4,150.44,12.0252,Online,4.3
4902,CA-2020-127180,OFF-EN-10002500,TA-21385,22-10-2020,First Class,30 mins,5,140.9,28.755,Online,3.1
4903,CA-2020-125451,FUR-FU-10000277,AH-10075,23-10-2020,First Class,50 mins,2,231.68,50.5632,Online,3.9
4904,CA-2020-125451,FUR-TA-10001039,AH-10075,23-10-2020,First Class,40 mins,4,251.744,-13.7568,COD,
4905,CA-2020-106068,OFF-ST-10002344,RB-19330,23-10-2020,Standard Class,55 mins,4,291.136,-58.3056,Online,4.5
4906,CA-2020-125451,FUR-TA-10004915,AH-10075,23-10-2020,First Class,60 mins,3,668.896,-127.5792,COD,
4907,US-2020-105389,TEC-PH-10002824,DM-13015,23-10-2020,Second Class,35 mins,5,852.96,51.4975,COD,4.4
4908,CA-2020-117079,TEC-PH-10004586,JR-15700,23-10-2020,Standard Class,45 mins,3,900.88,107.985,COD,4.2
4909,US-2020-105389,OFF-BI-10004364,DM-13015,23-10-2020,Second Class,50 mins,3,105.564,-6.237,COD,4.3
4910,CA-2020-106068,OFF-ST-10004507,RB-19330,23-10-2020,Standard Class,35 mins,1,109.72,1.2005,COD,
4911,CA-2020-139913,OFF-PA-10003739,JC-16105,23-10-2020,Standard Class,55 mins,2,88.56,5.6644,COD,3.7
4912,CA-2020-125451,OFF-AP-10002906,AH-10075,23-10-2020,First Class,40 mins,1,97.22,0.666,COD,3.5
4913,CA-2020-125451,FUR-FU-10004963,AH-10075,23-10-2020,First Class,50 mins,4,136,14.7,COD,4.1
4914,US-2020-105389,OFF-AR-10000634,DM-13015,23-10-2020,Second Class,60 mins,3,106.272,0.8988,COD,
4915,CA-2020-106068,OFF-BI-10000962,RB-19330,23-10-2020,Standard Class,45 mins,3,125.762,-15.1311,COD,4.2
4916,CA-2020-139913,TEC-PH-10001552,JC-16105,23-10-2020,Standard Class,35 mins,3,143.88,10.0464,COD,4.4
4917,CA-2020-125451,OFF-PA-10003724,AH-10075,23-10-2020,First Class,55 mins,8,113.44,21.2856,Online,3.7
4918,CA-2020-139913,OFF-PA-10002479,JC-16105,23-10-2020,Standard Class,30 mins,5,143.4,11.88,Online,3.2
4919,CA-2020-106068,TEC-AC-10002942,RB-19330,23-10-2020,Standard Class,40 mins,1,148.2,-2.07,COD,3.7
4920,CA-2020-139913,FUR-FU-10000771,JC-16105,23-10-2020,Standard Class,50 mins,11,141.08,29.0136,COD,
4921,CA-2020-141705,FUR-TA-10004607,PO-18850,24-10-2020,First Class,30 mins,5,531.405,-81.3065,COD,5
4922,CA-2020-144365,OFF-FA-10000735,CS-11950,24-10-2020,Standard Class,45 mins,4,137.68,5.256,COD,
4923,US-2020-110646,TEC-PH-10002807,JF-15190,26-10-2020,Standard Class,25 mins,5,149.65,19.775,COD,
4924,CA-2020-162173,OFF-EN-10002831,OT-18730,26-10-2020,Standard Class,40 mins,7,281.58,113.211,COD,4.5
4925,CA-2020-162173,FUR-TA-10001520,OT-18730,26-10-2020,Standard Class,35 mins,5,382.85,60.6645,COD,
4926,CA-2020-155558,OFF-LA-10000134,PG-18895,26-10-2020,Standard Class,30 mins,2,86.16,2.9568,Online,3.6
4927,CA-2020-155558,TEC-AC-10001998,PG-18895,26-10-2020,Standard Class,50 mins,1,95.99,6.7966,Cards,
4928,US-2020-110646,OFF-LA-10001404,JF-15190,26-10-2020,Standard Class,20 mins,5,115.76,4.9815,Online,
4929,US-2020-110646,OFF-BI-10004330,JF-15190,26-10-2020,Standard Class,45 mins,3,118.282,-27.735,COD,
4930,CA-2020-115119,TEC-PH-10001433,SC-20440,26-10-2020,Standard Class,60 mins,1,140.542,-13.3341,COD,4
4931,CA-2020-102729,OFF-ST-10000464,BF-11215,26-10-2020,Standard Class,35 mins,2,149.616,5.5616,Cards,2.5
4932,CA-2020-115119,OFF-BI-10003007,SC-20440,26-10-2020,Standard Class,25 mins,7,180.438,-65.1504,Cards,4.2
4933,CA-2020-130764,TEC-PH-10003215,JO-15145,27-10-2020,First Class,20 mins,4,118.84,34.742,COD,
4934,CA-2020-151225,FUR-TA-10001539,JM-15655,27-10-2020,First Class,30 mins,1,238.576,9.4788,COD,
4935,CA-2020-130764,FUR-BO-10003034,JO-15145,27-10-2020,First Class,25 mins,5,569.665,6.549,Cards,4
4936,CA-2020-110310,OFF-BI-10001097,NB-18655,27-10-2020,Standard Class,30 mins,3,85.607,-3.9249,Online,5
4937,CA-2020-127922,OFF-EN-10003068,SH-19975,27-10-2020,Standard Class,40 mins,2,87.84,5.544,Online,
4938,CA-2020-127922,OFF-PA-10001204,SH-19975,27-10-2020,Standard Class,20 mins,2,116.448,2.64,Online,4
4939,CA-2020-110310,OFF-AR-10001662,NB-18655,27-10-2020,Standard Class,30 mins,3,87.576,0.5754,COD,
4940,CA-2020-110373,OFF-AR-10003045,MA-17560,27-10-2020,Second Class,50 mins,3,118.056,2.205,Online,3.6
4941,CA-2020-110373,TEC-PH-10001536,MA-17560,27-10-2020,Second Class,20 mins,2,107.184,2.0388,Cards,4.3
4942,CA-2020-134880,OFF-PA-10004039,TW-21025,27-10-2020,Standard Class,40 mins,1,122.784,16.2342,Online,
4943,CA-2020-110310,OFF-PA-10001685,NB-18655,27-10-2020,Standard Class,30 mins,7,158.784,20.5842,Cards,
4944,CA-2020-151225,TEC-PH-10004100,JM-15655,27-10-2020,First Class,25 mins,5,155.96,7.196,COD,4.3
4945,CA-2020-139353,OFF-ST-10001522,JM-15250,28-10-2020,Second Class,35 mins,2,183.184,-29.4368,Online,
4946,CA-2020-111262,OFF-PA-10001937,KH-16510,28-10-2020,Second Class,20 mins,3,88.552,5.4432,COD,1.8
4947,CA-2020-111262,TEC-AC-10004510,KH-16510,28-10-2020,Second Class,30 mins,2,109.176,-3.272,Cards,4.2
4948,CA-2020-160661,OFF-LA-10002475,SA-20830,28-10-2020,Standard Class,40 mins,3,103.93,10.3071,Cards,4.4
4949,CA-2020-111262,TEC-AC-10002167,KH-16510,28-10-2020,Second Class,45 mins,2,138,-2.7,Online,4.2
4950,CA-2020-118367,OFF-EN-10004386,LO-17170,28-10-2020,Second Class,30 mins,2,162.98,23.99,Cards,4.3
4951,CA-2020-139353,FUR-FU-10001876,JM-15250,28-10-2020,Second Class,25 mins,3,177.952,15.5904,Online,4
4952,CA-2020-139353,OFF-PA-10000300,JM-15250,28-10-2020,Second Class,20 mins,3,146.952,16.1838,Cards,
4953,CA-2020-160983,OFF-PA-10002250,GB-14530,29-10-2020,Second Class,40 mins,8,146.96,22.5408,COD,5
4954,CA-2020-142622,FUR-CH-10003833,JK-15625,30-10-2020,First Class,30 mins,2,109.568,-6.098,COD,4.3
4955,CA-2020-155292,OFF-ST-10004963,RD-19810,30-10-2020,First Class,25 mins,7,118.98,4.2392,COD,3
4956,CA-2020-127285,OFF-BI-10004330,MM-18055,30-10-2020,Standard Class,45 mins,3,119.752,27.735,COD,3.9
4957,CA-2020-123491,TEC-PH-10003505,JK-15205,30-10-2020,Standard Class,30 mins,2,194.48,16.704,COD,3.9
4958,CA-2020-142622,FUR-BO-10004467,JK-15625,30-10-2020,First Class,25 mins,2,232.98,37.9962,COD,
4959,CA-2020-152583,FUR-TA-10002041,RA-19945,30-10-2020,Same Day,35 mins,2,296.006,-68.1302,Online,4
4960,CA-2020-152807,TEC-AC-10001142,MC-18100,30-10-2020,Standard Class,50 mins,7,455.4,-55.3,Online,4.3
4961,CA-2020-142622,FUR-CH-10004289,JK-15625,30-10-2020,First Class,20 mins,8,624.272,-23.0352,Online,4.3
4962,CA-2020-123491,OFF-AP-10002684,JK-15205,30-10-2020,Standard Class,30 mins,14,1735.12,510.636,COD,
4963,CA-2020-139661,FUR-FU-10002885,JW-15220,30-10-2020,Standard Class,40 mins,2,115.64,3.6632,Online,
4964,CA-2020-152807,OFF-PA-10004355,MC-18100,30-10-2020,Standard Class,25 mins,4,104.736,7.2576,Cards,4.3
4965,CA-2020-123491,OFF-PA-10003424,JK-15205,30-10-2020,Standard Class,35 mins,2,120.42,3.71,Online,
4966,CA-2020-123491,OFF-AR-10003514,JK-15205,30-10-2020,Standard Class,20 mins,5,89.9,6.567,Online,5
4967,CA-2020-152583,FUR-FU-10003849,RA-19945,30-10-2020,Same Day,45 mins,2,91.192,-8.5008,COD,
4968,CA-2020-152807,FUR-FU-10004415,MC-18100,30-10-2020,Standard Class,30 mins,2,110.168,0.9856,Online,4.2
4969,CA-2020-155292,FUR-CH-10000553,RD-19810,30-10-2020,First Class,20 mins,1,133.94,9.1638,Online,4.3
4970,CA-2020-127285,OFF-BI-10002072,MM-18055,30-10-2020,Standard Class,25 mins,2,126.904,5.214,Cards,4.2
4971,CA-2020-152807,OFF-ST-10002486,MC-18100,30-10-2020,Standard Class,35 mins,2,109.168,-2.5128,COD,4
4972,CA-2020-155292,OFF-SU-10002573,RD-19810,30-10-2020,First Class,45 mins,2,133.06,10.518,Cards,
4973,CA-2020-155292,OFF-LA-10001982,RD-19810,30-10-2020,First Class,30 mins,8,146,14.4,Cards,4.4
4974,CA-2020-123491,OFF-LA-10003077,JK-15205,30-10-2020,Standard Class,40 mins,6,151.86,20.6142,Online,
4975,CA-2020-123491,FUR-CH-10003061,JK-15205,30-10-2020,Standard Class,55 mins,1,172.992,-0.8999,Online,
4976,CA-2020-152583,OFF-ST-10002214,RA-19945,30-10-2020,Same Day,25 mins,6,157.192,4.0644,Online,3.3
4977,CA-2020-117114,TEC-PH-10004042,CY-12745,31-10-2020,Standard Class,50 mins,4,522.768,38.1576,COD,3
4978,CA-2020-131632,OFF-AR-10003651,AH-10120,31-10-2020,Standard Class,60 mins,2,95.248,0.5904,COD,4.1
4979,CA-2020-117114,OFF-EN-10001137,CY-12745,31-10-2020,Standard Class,35 mins,3,108.912,3.2214,Online,4
4980,CA-2020-104136,OFF-PA-10004243,SF-20065,01-11-2020,Second Class,45 mins,10,239.7,91.056,Cards,
4981,CA-2020-123967,FUR-TA-10003954,SF-20200,01-11-2020,Second Class,50 mins,9,2694.62,239.9058,Online,3.3
4982,CA-2020-123967,OFF-BI-10001308,SF-20200,01-11-2020,Second Class,40 mins,5,138.12,7.85,COD,4.6
4983,CA-2020-104136,OFF-PA-10001033,SF-20065,01-11-2020,Second Class,30 mins,1,174.99,20.0851,Online,3.9
4984,CA-2020-143567,OFF-ST-10001580,TB-21175,02-11-2020,Second Class,60 mins,4,104.92,16.7776,COD,
4985,CA-2020-167227,OFF-AP-10001962,NP-18670,02-11-2020,First Class,45 mins,10,110.9,20.975,COD,4.2
4986,US-2020-115609,OFF-AP-10003040,CS-12505,02-11-2020,Standard Class,55 mins,5,178.1,43.706,COD,
4987,CA-2020-120061,FUR-CH-10001973,SR-20425,02-11-2020,Second Class,30 mins,2,199.372,-35.5136,Online,3.6
4988,CA-2020-141425,OFF-SU-10000646,AR-10825,02-11-2020,Second Class,40 mins,2,426.592,-81.7258,Cards,4
4989,US-2020-163790,OFF-ST-10001511,NL-18310,02-11-2020,Second Class,50 mins,7,466.55,22.6275,Cards,4.2
4990,US-2020-163790,OFF-BI-10003718,NL-18310,02-11-2020,Second Class,35 mins,6,622.352,206.6232,COD,
4991,CA-2020-127782,TEC-PH-10001817,TH-21115,02-11-2020,Standard Class,30 mins,4,879.2,-186.16,Online,
4992,CA-2020-143567,FUR-CH-10000454,TB-21175,02-11-2020,Second Class,60 mins,4,1020.92,292.776,COD,
4993,CA-2020-143567,TEC-AC-10004145,TB-21175,02-11-2020,Second Class,40 mins,9,2295.91,517.4793,COD,3.5
4994,CA-2020-143567,OFF-EN-10004846,TB-21175,02-11-2020,Second Class,45 mins,2,110.32,2.6068,COD,4.2
4995,CA-2020-169005,OFF-AR-10000246,BG-11035,02-11-2020,Standard Class,50 mins,2,107.56,1.4456,Online,
4996,CA-2020-164049,OFF-PA-10000791,KH-16630,02-11-2020,Standard Class,35 mins,5,98.85,10.7325,COD,3
4997,CA-2020-167227,OFF-PA-10001838,NP-18670,02-11-2020,First Class,55 mins,2,102.76,5.7624,Cards,4.4
4998,CA-2020-127782,OFF-EN-10003845,TH-21115,02-11-2020,Standard Class,45 mins,3,116.856,2.8782,Cards,4.2
4999,CA-2020-168179,OFF-PA-10001800,JB-16000,02-11-2020,Standard Class,50 mins,3,109.44,9.3312,COD,4.2
5000,US-2020-163790,OFF-AR-10003469,NL-18310,02-11-2020,Second Class,60 mins,5,102.8,4.224,Cards,3.1
5001,CA-2020-127782,FUR-FU-10001847,TH-21115,02-11-2020,Standard Class,30 mins,1,122.312,0.6624,Cards,4.3
5002,US-2020-163790,OFF-FA-10004838,NL-18310,02-11-2020,Second Class,40 mins,3,107.58,0.1674,Online,4.1
5003,CA-2020-116358,OFF-FA-10003495,KM-16225,02-11-2020,Standard Class,50 mins,3,134.24,9.12,Online,
5004,CA-2020-127782,OFF-AP-10001962,TH-21115,02-11-2020,Standard Class,35 mins,3,143.136,1.2585,Online,
5005,CA-2020-116358,OFF-AR-10004685,KM-16225,02-11-2020,Standard Class,45 mins,6,123.78,9.1674,Cards,5
5006,US-2020-163790,FUR-FU-10002508,NL-18310,02-11-2020,Second Class,55 mins,3,131.02,10.5084,Cards,2.5
5007,US-2020-145597,OFF-AR-10001958,GG-14650,02-11-2020,First Class,50 mins,4,152.336,5.4336,Online,2.7
5008,US-2020-163790,OFF-EN-10001335,NL-18310,02-11-2020,Second Class,30 mins,7,170.58,38.29,Cards,3.2
5009,CA-2020-142636,OFF-PA-10000157,KC-16675,03-11-2020,Standard Class,60 mins,7,154.86,65.7342,Cards,
5010,US-2020-105998,TEC-AC-10004469,CR-12580,03-11-2020,First Class,45 mins,5,220.75,87.89,Online,4.4
5011,CA-2020-142636,FUR-CH-10001891,KC-16675,03-11-2020,Standard Class,40 mins,4,325.136,26.8744,Online,
5012,CA-2020-161130,TEC-PH-10002549,BF-11275,03-11-2020,Standard Class,50 mins,2,377.376,27.1032,Cards,4.3
5013,CA-2020-135419,FUR-TA-10001086,BG-11740,03-11-2020,Standard Class,35 mins,4,502.368,36.4776,Cards,4.1
5014,CA-2020-100622,TEC-CO-10003236,DK-13090,03-11-2020,Standard Class,45 mins,2,995.984,311.9948,COD,5
5015,US-2020-105998,FUR-TA-10001095,CR-12580,03-11-2020,First Class,50 mins,12,1716.184,20.9148,Online,3.1
5016,CA-2020-121615,OFF-LA-10001771,DL-12925,03-11-2020,Standard Class,60 mins,3,83.94,6.8724,Online,
5017,CA-2020-130834,OFF-PA-10003673,JM-16195,03-11-2020,Second Class,35 mins,3,95.272,5.2884,COD,4.3
5018,CA-2020-153339,FUR-FU-10001967,DJ-13510,03-11-2020,Second Class,40 mins,1,93.992,0.9995,COD,
5019,CA-2020-100622,OFF-BI-10002982,DK-13090,03-11-2020,Standard Class,55 mins,2,119.086,-2.9964,Cards,
5020,CA-2020-121615,OFF-PA-10000327,DL-12925,03-11-2020,Standard Class,50 mins,2,103.56,3.852,Online,3.4
5021,CA-2020-148320,OFF-PA-10003022,PG-18895,03-11-2020,Standard Class,45 mins,6,118.88,17.5812,Online,4.4
5022,CA-2020-103009,OFF-PA-10001215,PJ-18835,03-11-2020,Second Class,30 mins,5,128.4,11.88,Cards,
5023,CA-2020-126046,OFF-LA-10004484,JC-16105,03-11-2020,Standard Class,50 mins,3,132.39,5.6994,Cards,3.9
5024,US-2020-168802,OFF-BI-10002393,JO-15145,03-11-2020,Standard Class,40 mins,4,131.368,5.9696,Cards,4.1
5025,CA-2020-100622,OFF-PA-10002947,DK-13090,03-11-2020,Standard Class,55 mins,2,110.688,3.7408,Online,4
5026,CA-2020-110429,OFF-BI-10000216,DM-13015,03-11-2020,Standard Class,60 mins,3,149.673,-7.782,Cards,4.2
5027,US-2020-101518,TEC-AC-10001553,PB-19105,03-11-2020,Standard Class,35 mins,3,140.776,0.5097,COD,4
5028,US-2020-110989,TEC-AC-10002345,EJ-14155,03-11-2020,Second Class,45 mins,3,127.5,10.875,Online,4.1
5029,CA-2020-143329,FUR-FU-10000629,DL-13330,03-11-2020,Standard Class,50 mins,3,162.37,17.3754,Online,
5030,CA-2020-100622,OFF-AR-10004010,DK-13090,03-11-2020,Standard Class,35 mins,2,152.984,4.1988,COD,3.9
5031,CA-2020-121615,OFF-ST-10001325,DL-12925,03-11-2020,Standard Class,55 mins,5,177.4,14.148,Cards,4
5032,CA-2020-102610,TEC-AC-10000303,CA-12265,04-11-2020,Standard Class,40 mins,3,111.976,15.5961,COD,
5033,CA-2020-102610,TEC-PH-10000127,CA-12265,04-11-2020,Standard Class,50 mins,9,192.928,-32.3838,COD,4.1
5034,US-2020-168116,OFF-AP-10002457,GT-14635,04-11-2020,Same Day,60 mins,2,198.44,14.651,COD,
5035,US-2020-122672,OFF-ST-10002344,HG-14965,04-11-2020,Standard Class,45 mins,3,212.352,-43.7292,Online,4.1
5036,CA-2020-147760,FUR-TA-10004575,KL-16555,04-11-2020,First Class,35 mins,3,539.764,-192.0468,COD,2
5037,CA-2020-147760,TEC-PH-10002483,KL-16555,04-11-2020,First Class,55 mins,5,1376.96,118.9965,COD,5
5038,US-2020-168116,TEC-MA-10004125,GT-14635,04-11-2020,Same Day,30 mins,4,3009.98,-3839.9904,Online,4
5039,CA-2020-121160,OFF-BI-10003094,FM-14290,04-11-2020,Same Day,40 mins,2,78.408,-2.3232,Online,
5040,CA-2020-102610,OFF-LA-10002195,CA-12265,04-11-2020,Standard Class,50 mins,2,83.928,1.7248,Online,5
5041,US-2020-156083,OFF-PA-10001560,JL-15175,04-11-2020,Standard Class,60 mins,2,106.664,3.2616,COD,4.2
5042,CA-2020-105144,OFF-LA-10003923,SZ-20035,04-11-2020,Standard Class,35 mins,2,90.68,8.88,Online,4.3
5043,CA-2020-159135,OFF-AR-10000657,KM-16375,04-11-2020,Standard Class,45 mins,2,103.3,1.419,Online,4.1
5044,CA-2020-121160,OFF-BI-10001308,FM-14290,04-11-2020,Same Day,50 mins,6,119.536,-13.188,Online,4.1
5045,CA-2020-102610,OFF-BI-10004364,CA-12265,04-11-2020,Standard Class,35 mins,2,105.564,-2.97,Online,4.1
5046,CA-2020-121160,OFF-BI-10004040,FM-14290,04-11-2020,Same Day,55 mins,4,143.144,-6.4232,COD,
5047,CA-2020-121160,OFF-ST-10002485,FM-14290,04-11-2020,Same Day,40 mins,3,146.752,-12.5286,COD,3.7
5048,US-2020-122672,TEC-AC-10002323,HG-14965,04-11-2020,Standard Class,50 mins,4,141.72,-6.188,COD,4.3
5049,CA-2020-118213,OFF-PA-10003673,AB-10060,05-11-2020,First Class,60 mins,10,102.8,31.188,COD,4
5050,CA-2020-102925,TEC-PH-10001448,CD-12280,05-11-2020,Second Class,45 mins,2,124.98,3.9992,Online,
5051,CA-2020-102925,FUR-FU-10004245,CD-12280,05-11-2020,Second Class,35 mins,5,133.4,38.532,Online,5
5052,CA-2020-102925,OFF-PA-10004071,CD-12280,05-11-2020,Second Class,55 mins,2,140.96,53.2608,COD,4.8
5053,CA-2020-102925,FUR-CH-10004875,CD-12280,05-11-2020,Second Class,30 mins,2,166.124,24.2012,COD,3.7
5054,CA-2020-118213,OFF-PA-10000565,AB-10060,05-11-2020,First Class,40 mins,3,177.94,82.2906,COD,4.5
5055,US-2020-111745,TEC-AC-10003911,RA-19885,05-11-2020,First Class,50 mins,1,184.99,54.3966,COD,4.6
5056,CA-2020-102925,OFF-BI-10002735,CD-12280,05-11-2020,Second Class,30 mins,6,207.688,55.5822,COD,
5057,CA-2020-102925,FUR-TA-10003469,CD-12280,05-11-2020,Second Class,45 mins,2,209.5,-66.6,COD,4
5058,US-2020-107272,OFF-ST-10002974,TS-21610,05-11-2020,Standard Class,25 mins,7,253.992,30.499,COD,
5059,CA-2020-116225,TEC-AC-10001432,SV-20935,05-11-2020,Standard Class,40 mins,5,427.75,171.93,COD,4.5
5060,CA-2020-114258,TEC-PH-10003012,EM-13825,05-11-2020,Second Class,35 mins,4,529.768,55.4364,Online,3.7
5061,CA-2020-118213,OFF-PA-10002615,AB-10060,05-11-2020,First Class,30 mins,1,98.41,2.0286,COD,
5062,US-2020-107272,OFF-BI-10003274,TS-21610,05-11-2020,Standard Class,50 mins,2,81.388,-1.8308,COD,4
5063,CA-2020-157196,OFF-PA-10003172,AA-10645,05-11-2020,Standard Class,20 mins,2,88.96,6.2208,COD,
5064,CA-2020-102925,OFF-BI-10002706,CD-12280,05-11-2020,Second Class,45 mins,1,114.424,3.7128,Online,
5065,CA-2020-154732,OFF-BI-10000474,AH-10195,05-11-2020,First Class,60 mins,5,106.03,-25.648,COD,4.3
5066,CA-2020-102925,OFF-PA-10001870,CD-12280,05-11-2020,Second Class,35 mins,2,100.96,6.2208,Online,
5067,CA-2020-107174,TEC-AC-10001465,AB-10060,06-11-2020,Standard Class,25 mins,3,135.96,32.688,COD,4.3
5068,CA-2020-154109,FUR-CH-10003774,ML-17410,06-11-2020,Standard Class,20 mins,2,152.372,-30.9332,COD,
5069,CA-2020-167941,OFF-ST-10000736,JF-15565,06-11-2020,Second Class,30 mins,4,304.136,-51.8272,Online,4.4
5070,CA-2020-144596,OFF-PA-10003302,CD-11980,06-11-2020,Standard Class,25 mins,9,339.96,149.9112,COD,
5071,CA-2020-107174,FUR-CH-10003312,AB-10060,06-11-2020,Standard Class,30 mins,2,491.568,-73.0548,COD,4.2
5072,CA-2020-167941,OFF-AP-10002118,JF-15565,06-11-2020,Second Class,40 mins,3,532.584,43.7136,Online,3.3
5073,CA-2020-107174,FUR-TA-10004575,AB-10060,06-11-2020,Standard Class,20 mins,7,2077.86,366.6348,COD,4.3
5074,CA-2020-106691,OFF-BI-10000145,CC-12370,06-11-2020,Standard Class,30 mins,2,102.248,-1.9344,COD,
5075,CA-2020-154816,OFF-PA-10003845,VB-21745,06-11-2020,Standard Class,50 mins,1,103.78,2.8322,Online,3
5076,US-2020-109484,OFF-BI-10004738,RB-19705,06-11-2020,Standard Class,20 mins,1,82.682,-3.788,COD,4.3
5077,CA-2020-100013,OFF-AR-10001022,ZC-21910,06-11-2020,Standard Class,40 mins,2,95.68,1.7608,COD,3.7
5078,CA-2020-125290,OFF-AR-10001216,CC-12430,06-11-2020,Second Class,30 mins,5,88.9,3.614,Online,
5079,CA-2020-167941,FUR-FU-10004671,JF-15565,06-11-2020,Second Class,25 mins,2,107.272,6.3612,COD,
5080,US-2020-153948,OFF-PA-10000143,FM-14290,06-11-2020,Same Day,35 mins,5,126.4,12.672,COD,5
5081,CA-2020-125290,OFF-PA-10003127,CC-12430,06-11-2020,Second Class,20 mins,1,130.38,12.1348,COD,3.9
5082,CA-2020-100013,OFF-EN-10001219,ZC-21910,06-11-2020,Standard Class,30 mins,2,116.28,7.4872,Online,3.7
5083,CA-2020-150504,OFF-ST-10000615,HG-14845,06-11-2020,Standard Class,40 mins,2,130.16,1.816,Online,4.8
5084,CA-2020-100013,FUR-FU-10001424,ZC-21910,06-11-2020,Standard Class,45 mins,1,111.73,2.9682,COD,3.1
5085,US-2020-153948,OFF-LA-10000414,FM-14290,06-11-2020,Same Day,30 mins,4,133.4,19.872,COD,4.2
5086,CA-2020-167941,OFF-BI-10002827,JF-15565,06-11-2020,Second Class,25 mins,8,136.272,-10.6176,COD,
5087,US-2020-153948,OFF-PA-10002764,FM-14290,06-11-2020,Same Day,20 mins,4,119.36,22.2264,Online,1.8
5088,US-2020-153948,TEC-AC-10003441,FM-14290,06-11-2020,Same Day,40 mins,1,140.95,1.017,COD,3.8
5089,CA-2020-167941,OFF-PA-10001800,JF-15565,06-11-2020,Second Class,30 mins,6,143.104,10.8864,COD,4.2
